Date,Time,City,Latitude,Longitude,Weather,Road_Type,Light_Condition,Vehicle_Type,Speed_Limit,Vehicles_Involved,Accident_Severity,Accident_Cause,Alcohol_Involved,Overspeeding_Severity,Drunk_Driving_Severity
2023-02-03,12:17,Kollam,8.93838110546266,76.6568091505343,Foggy,City Road,Night,Bike,60,2,Medium,Bad Weather,Yes,High,Medium
2024-03-08,10:30,Kottayam,9.57031257867032,76.55849347163827,Rainy,Rural Road,Daylight,Car,40,1,Medium,Drunk Driving,Yes,High,High
2023-09-16,07:24,Kannur,11.89666602560549,75.33445587003612,Rainy,City Road,Night,Bike,80,2,Low,Overspeeding,Yes,Low,Low
2023-07-18,00:49,Thiruvananthapuram,8.56044185400511,76.88778152175941,Cloudy,Highway,Daylight,Truck,40,1,High,Bad Weather,Yes,Low,Low
2023-01-11,10:38,Kottayam,9.628699320040953,76.56460681108562,Foggy,Rural Road,Low Light,Bike,60,3,Medium,Bad Weather,Yes,High,Low
2024-03-08,13:22,Kannur,11.885407591521213,75.33989783401836,Foggy,City Road,Night,Truck,60,4,Medium,Bad Weather,No,Medium,High
2024-03-23,14:10,Kasaragod,12.472314750105303,74.95486116232212,Foggy,Highway,Daylight,Bike,40,4,Low,Overspeeding,No,Low,Low
2024-07-01,19:39,Malappuram,11.017742537511275,76.10445011812546,Rainy,Rural Road,Night,Truck,40,2,High,Road Condition,Yes,High,High
2023-04-25,05:28,Pathanamthitta,9.291234436733657,76.80638713358054,Cloudy,Highway,Night,Truck,50,3,High,Distracted Driving,Yes,High,Medium
2024-02-18,06:24,Kasaragod,12.51965485681018,75.02762669202856,Cloudy,Rural Road,Low Light,Bus,40,4,High,Distracted Driving,No,Medium,High
2023-09-18,09:19,Thrissur,10.551757811338195,76.21551497070527,Foggy,Highway,Night,Car,100,4,Medium,Bad Weather,Yes,Medium,High
2024-08-25,23:44,Kottayam,9.57429712669248,76.48013277322006,Rainy,Rural Road,Night,Bus,80,4,Low,Drunk Driving,Yes,High,High
2024-10-23,19:06,Thrissur,10.568392888570143,76.20640243312882,Clear,Highway,Night,Truck,40,1,Low,Bad Weather,Yes,High,High
2024-09-27,05:16,Idukki,9.873016771687753,77.00359928766787,Clear,City Road,Low Light,Bike,50,2,Medium,Drunk Driving,Yes,High,Low
2024-05-15,00:15,Thiruvananthapuram,8.506634720308186,76.90654663841153,Rainy,City Road,Low Light,Bus,100,1,Low,Drunk Driving,Yes,Low,Medium
2023-06-18,01:32,Kasaragod,12.488511589587725,74.94583231582685,Foggy,City Road,Daylight,Bus,60,1,High,Drunk Driving,No,High,Medium
2024-11-06,17:57,Alappuzha,9.514633567565284,76.31412251071791,Cloudy,City Road,Daylight,Car,80,3,High,Drunk Driving,Yes,Low,Medium
2024-06-27,13:45,Kollam,8.844726461725548,76.63662484269932,Rainy,Highway,Daylight,Bike,50,1,Medium,Road Condition,Yes,Low,Low
2024-06-15,17:57,Pathanamthitta,9.235467270920314,76.78822437412643,Clear,City Road,Daylight,Bike,50,3,High,Road Condition,No,High,Low
2023-12-25,02:22,Kollam,8.880118029963125,76.6022964637262,Foggy,City Road,Low Light,Bike,50,2,Low,Distracted Driving,Yes,Low,High
2023-11-22,23:56,Alappuzha,9.465230721224154,76.305149668117,Cloudy,City Road,Low Light,Car,50,1,Low,Road Condition,Yes,Low,High
2023-01-14,23:47,Wayanad,11.692303176079557,76.13677369583789,Clear,City Road,Night,Bus,80,3,Low,Bad Weather,No,High,Medium
2024-06-18,07:35,Idukki,9.86602122044133,76.92667893025298,Foggy,City Road,Daylight,Truck,80,1,High,Drunk Driving,No,Medium,Low
2023-08-20,21:55,Thiruvananthapuram,8.553557287168589,76.94395698617568,Foggy,Highway,Low Light,Car,100,2,Low,Road Condition,Yes,Medium,Medium
2023-03-12,05:07,Kasaragod,12.514720411335086,74.97738179477126,Cloudy,Highway,Low Light,Truck,60,2,Medium,Drunk Driving,No,High,High
2023-09-12,12:36,Alappuzha,9.504909144524559,76.32204700056214,Rainy,City Road,Daylight,Bus,40,2,Low,Drunk Driving,Yes,Low,High
2023-06-29,08:14,Thiruvananthapuram,8.528472284637989,76.89427092741086,Foggy,Highway,Night,Bike,60,3,Medium,Distracted Driving,Yes,High,Medium
2024-04-30,23:24,Kozhikode,11.30726600521686,75.80680766070081,Cloudy,City Road,Night,Truck,50,4,Low,Distracted Driving,No,Low,High
2023-12-15,04:48,Kannur,11.908722378301578,75.37874346839386,Cloudy,City Road,Night,Car,50,2,High,Bad Weather,Yes,Low,Medium
2023-11-25,07:12,Pathanamthitta,9.243946281298573,76.7831330353691,Clear,Highway,Night,Bus,80,4,Low,Road Condition,No,Medium,Medium
2023-08-25,08:27,Ernakulam,10.004914451364938,76.31931450017117,Foggy,City Road,Low Light,Truck,100,1,High,Distracted Driving,Yes,High,Low
2023-10-23,19:17,Ernakulam,10.017024725028524,76.33094948954897,Foggy,Rural Road,Night,Car,40,3,Low,Drunk Driving,No,High,Low
2024-05-30,09:27,Alappuzha,9.530796938864805,76.29607917199738,Clear,City Road,Night,Car,60,3,High,Overspeeding,No,Low,Low
2023-12-15,06:29,Thiruvananthapuram,8.475672912140306,76.96234605077382,Rainy,Highway,Daylight,Bus,40,3,High,Distracted Driving,Yes,Medium,Low
2024-04-13,05:17,Alappuzha,9.537202659860714,76.34791413998036,Rainy,Rural Road,Night,Bike,80,1,High,Distracted Driving,Yes,Low,Medium
2024-11-09,05:44,Kasaragod,12.486265550631792,75.00616590018873,Foggy,Highway,Night,Bus,60,1,High,Road Condition,Yes,Low,Medium
2024-10-25,12:58,Thrissur,10.527101014681387,76.25067368540299,Cloudy,Rural Road,Low Light,Bike,40,4,Low,Road Condition,No,High,High
2023-08-24,17:15,Idukki,9.827562854815147,76.99058476544566,Rainy,Highway,Low Light,Car,50,1,High,Overspeeding,Yes,High,Medium
2024-07-28,20:10,Wayanad,11.695558111556313,76.16382080140775,Cloudy,Highway,Night,Truck,100,4,Low,Distracted Driving,Yes,High,Medium
2023-11-24,16:41,Wayanad,11.654896524405837,76.1525538057247,Clear,Highway,Daylight,Bus,40,1,Low,Bad Weather,Yes,High,Medium
2024-09-23,16:49,Kollam,8.911221130670706,76.59340954858969,Clear,Rural Road,Daylight,Bike,100,3,Low,Bad Weather,Yes,High,Low
2024-03-08,20:56,Ernakulam,10.026731343256776,76.26785946459701,Foggy,City Road,Daylight,Car,50,3,High,Drunk Driving,Yes,Medium,Medium
2024-05-24,23:27,Thiruvananthapuram,8.566869655080058,76.92270608882197,Clear,Highway,Night,Bike,40,2,Low,Road Condition,No,Low,Low
2024-02-14,19:26,Wayanad,11.718876810339754,76.15055093951844,Foggy,City Road,Low Light,Car,50,4,Medium,Road Condition,Yes,Low,Medium
2023-06-03,00:24,Kozhikode,11.231102673726358,75.75905733407293,Clear,Highway,Night,Car,50,3,High,Road Condition,No,High,Low
2024-05-15,22:19,Wayanad,11.664412196697278,76.1529618364254,Rainy,City Road,Daylight,Bike,40,1,Medium,Drunk Driving,No,Medium,High
2024-01-23,19:30,Thiruvananthapuram,8.494487759526535,76.95783652629598,Foggy,Rural Road,Daylight,Car,40,1,Medium,Distracted Driving,No,High,Low
2023-03-25,22:43,Kasaragod,12.451589857267424,75.01197938823945,Foggy,Rural Road,Night,Truck,40,1,Medium,Overspeeding,No,High,High
2023-05-12,08:05,Kasaragod,12.508587848557987,74.99739045447407,Foggy,Rural Road,Daylight,Bike,60,3,Low,Drunk Driving,Yes,High,Low
2023-05-23,14:26,Palakkad,10.791531904978443,76.67633815734868,Rainy,Highway,Low Light,Car,80,4,Low,Road Condition,Yes,Medium,Medium
2024-10-12,02:41,Idukki,9.873653161701704,77.0002686559338,Cloudy,Highway,Low Light,Bus,100,2,Low,Overspeeding,No,High,High
2023-02-01,11:50,Thrissur,10.526839385913066,76.21644397694321,Foggy,Rural Road,Night,Bus,80,1,Low,Bad Weather,Yes,Medium,High
2023-08-17,10:55,Kasaragod,12.47908454287075,75.0131581930698,Clear,Rural Road,Low Light,Bus,100,4,High,Overspeeding,No,High,Medium
2023-05-03,06:33,Thiruvananthapuram,8.504997101225097,76.97027711333384,Clear,City Road,Low Light,Bus,40,1,Low,Drunk Driving,No,High,Low
2023-03-03,10:50,Ernakulam,9.975039057797373,76.27370700293335,Rainy,City Road,Daylight,Truck,100,3,Low,Distracted Driving,No,High,Low
2023-03-28,18:31,Idukki,9.832640909640286,76.95414932846411,Cloudy,Highway,Low Light,Bus,100,1,Medium,Overspeeding,Yes,Medium,Medium
2023-03-13,22:39,Kollam,8.86544571400077,76.59755631245922,Clear,City Road,Night,Car,80,4,Low,Overspeeding,No,Low,High
2023-06-13,14:23,Idukki,9.863209877010267,76.93460710939874,Clear,Highway,Night,Car,60,3,High,Drunk Driving,Yes,Medium,High
2024-09-04,06:38,Wayanad,11.66006614649522,76.1196082235425,Clear,Rural Road,Night,Car,60,1,Low,Drunk Driving,Yes,Medium,Medium
2023-06-04,18:03,Kasaragod,12.462063898948005,75.00440677234988,Foggy,City Road,Night,Bus,40,3,Low,Overspeeding,Yes,Medium,Medium
2024-01-01,07:03,Thrissur,10.501823868785255,76.2237696059778,Cloudy,Rural Road,Daylight,Bus,60,1,Medium,Road Condition,No,High,Medium
2023-10-06,16:24,Ernakulam,9.97698655922349,76.31355995918516,Rainy,Rural Road,Daylight,Car,40,1,Low,Road Condition,Yes,High,Medium
2024-01-23,17:28,Pathanamthitta,9.275686472183873,76.77487752714498,Foggy,Rural Road,Daylight,Car,50,2,Low,Overspeeding,No,Low,Medium
2024-05-11,18:41,Malappuram,11.09297274689821,76.0951168341671,Rainy,Highway,Low Light,Truck,100,3,Medium,Drunk Driving,No,High,High
2023-03-13,02:30,Kasaragod,12.457703915323577,74.98436214571774,Cloudy,Highway,Night,Bike,40,3,High,Distracted Driving,Yes,Low,Low
2024-04-27,14:42,Thrissur,10.520380686476967,76.23695326412879,Cloudy,City Road,Daylight,Car,80,3,Low,Road Condition,No,Medium,Low
2024-04-25,08:36,Thiruvananthapuram,8.5166522767192,76.98392228187672,Foggy,Highway,Low Light,Truck,50,3,High,Road Condition,Yes,High,Low
2024-04-07,02:49,Kottayam,9.611416712139212,76.50314699087168,Cloudy,Highway,Daylight,Car,80,4,Medium,Overspeeding,No,High,Medium
2024-05-20,03:38,Kannur,11.920818186344576,75.38573370061712,Clear,City Road,Daylight,Bus,60,1,Low,Drunk Driving,Yes,High,High
2024-06-27,15:23,Palakkad,10.753342672575839,76.69450337434625,Foggy,City Road,Night,Bike,60,3,Low,Overspeeding,No,Low,Low
2024-01-28,01:25,Kasaragod,12.520599225240888,75.01439427631146,Foggy,Highway,Low Light,Bus,100,3,Low,Overspeeding,No,High,Low
2023-12-04,08:59,Wayanad,11.711644452276207,76.10605217582575,Clear,Highway,Night,Bus,60,2,Low,Overspeeding,No,Low,Medium
2024-07-25,07:27,Idukki,9.83759699806585,76.92023057701105,Cloudy,City Road,Low Light,Truck,60,1,High,Overspeeding,Yes,Medium,Low
2024-05-20,00:42,Palakkad,10.805146905425621,76.66553731723455,Rainy,City Road,Low Light,Bike,100,3,High,Drunk Driving,Yes,High,High
2024-09-18,00:20,Wayanad,11.689722573378393,76.15230474073365,Rainy,Rural Road,Low Light,Bus,50,3,Low,Drunk Driving,No,Low,Medium
2023-07-13,09:15,Idukki,9.833439248580055,76.94542586235222,Cloudy,City Road,Low Light,Car,50,3,High,Overspeeding,Yes,Low,High
2024-04-15,03:29,Kasaragod,12.52991338717618,74.94484222357755,Clear,City Road,Daylight,Bus,50,3,High,Road Condition,No,High,Medium
2023-08-22,04:53,Kannur,11.910914462995256,75.41506008764411,Foggy,Rural Road,Night,Car,100,1,Low,Road Condition,Yes,Medium,Medium
2024-03-13,21:40,Malappuram,11.089832590454927,76.06791471214294,Clear,Highway,Daylight,Truck,100,4,Medium,Road Condition,Yes,High,Low
2023-04-30,03:51,Ernakulam,9.98524000065587,76.34394009512592,Foggy,City Road,Low Light,Car,100,3,Low,Distracted Driving,Yes,High,High
2024-06-27,21:13,Kottayam,9.622791954548518,76.56671056570572,Clear,Rural Road,Daylight,Car,60,3,Low,Road Condition,Yes,Low,High
2023-01-05,05:37,Malappuram,11.07764524357602,76.10436673327365,Foggy,Rural Road,Low Light,Bus,60,1,High,Road Condition,No,Medium,Low
2023-09-08,06:07,Kasaragod,12.50032641056843,74.95090666070014,Rainy,Rural Road,Low Light,Bus,60,4,Low,Overspeeding,No,High,High
2023-07-11,15:11,Kasaragod,12.468742837403228,75.03208180139808,Cloudy,Highway,Low Light,Bike,60,4,Low,Overspeeding,Yes,High,Low
2024-02-26,14:24,Thiruvananthapuram,8.57313358698242,76.9737362212841,Rainy,Highway,Low Light,Truck,80,3,Medium,Distracted Driving,No,Medium,Medium
2023-01-03,18:25,Pathanamthitta,9.279700838501032,76.7554442903753,Foggy,Highway,Low Light,Car,100,1,High,Road Condition,Yes,Medium,Medium
2024-10-13,06:15,Alappuzha,9.536286202196234,76.31465227462282,Rainy,Highway,Low Light,Bus,100,2,Low,Road Condition,No,Low,Low
2024-11-25,14:10,Pathanamthitta,9.303983543337095,76.74213869586038,Foggy,Highway,Low Light,Bike,50,2,Medium,Overspeeding,Yes,High,High
2023-09-25,22:53,Pathanamthitta,9.253883737199285,76.80646777834626,Rainy,Rural Road,Low Light,Bus,80,2,Low,Distracted Driving,No,Low,Low
2023-05-25,10:02,Palakkad,10.745617102809126,76.69686407232872,Rainy,Highway,Night,Bus,50,1,Low,Overspeeding,Yes,Medium,High
2023-03-12,07:14,Pathanamthitta,9.28501145796514,76.7452901233965,Cloudy,Highway,Daylight,Truck,60,1,Low,Drunk Driving,Yes,High,Low
2023-11-04,23:10,Kannur,11.831766117735341,75.37975850583473,Cloudy,Highway,Low Light,Bike,40,1,High,Road Condition,No,High,Low
2024-06-10,07:07,Kasaragod,12.528446868449402,75.01454896358015,Rainy,Rural Road,Night,Bike,60,1,High,Road Condition,No,Medium,High
2024-03-30,18:19,Malappuram,11.016008530241272,76.03350710597906,Clear,City Road,Low Light,Truck,40,3,Medium,Bad Weather,No,High,Medium
2024-05-27,01:32,Wayanad,11.709613663348629,76.16941528090987,Foggy,City Road,Night,Bike,80,1,High,Distracted Driving,No,High,Medium
2024-10-10,06:52,Malappuram,11.051460143244134,76.04886109774588,Foggy,Rural Road,Daylight,Car,40,2,Low,Bad Weather,No,Low,Low
2024-03-03,18:33,Ernakulam,10.011002363326268,76.31046535045358,Foggy,Rural Road,Low Light,Car,100,1,High,Drunk Driving,Yes,Low,Medium
2023-02-15,20:57,Malappuram,11.047848902364514,76.06847435899007,Rainy,City Road,Night,Bike,80,2,Medium,Drunk Driving,Yes,Low,High
2024-05-25,02:29,Kannur,11.853741155869901,75.34459551035597,Clear,City Road,Daylight,Bike,40,2,High,Road Condition,Yes,Medium,Low
2024-11-01,06:49,Alappuzha,9.52122142433377,76.31356717423256,Rainy,Highway,Daylight,Bike,100,2,High,Overspeeding,No,Medium,High
2024-08-10,20:12,Thiruvananthapuram,8.484278918705295,76.95330908996267,Clear,Rural Road,Daylight,Bike,50,1,Medium,Bad Weather,No,High,High
2023-11-20,05:30,Idukki,9.891750979940438,76.92028141431494,Rainy,City Road,Daylight,Car,100,3,Medium,Overspeeding,No,Medium,Medium
2024-07-06,10:03,Palakkad,10.788848458409694,76.63718727040832,Rainy,Highway,Low Light,Truck,100,3,Medium,Overspeeding,Yes,Medium,High
2024-04-16,04:06,Kollam,8.934436217162276,76.5945054360628,Rainy,Highway,Night,Truck,100,2,Medium,Distracted Driving,No,High,Medium
2023-05-01,19:57,Idukki,9.874727604916071,76.99674723506709,Cloudy,Highway,Daylight,Car,80,1,Low,Distracted Driving,No,Low,Low
2024-02-05,05:10,Pathanamthitta,9.241381280324358,76.7587194391165,Rainy,Highway,Daylight,Car,100,1,High,Road Condition,Yes,Medium,Low
2023-03-15,00:56,Palakkad,10.831128161325903,76.6309556010348,Cloudy,Rural Road,Night,Bus,100,3,Medium,Bad Weather,Yes,Medium,Medium
2023-10-14,19:57,Kottayam,9.564925225264691,76.48951319130532,Clear,Highway,Low Light,Bus,40,2,Medium,Distracted Driving,Yes,High,High
2023-02-02,09:14,Wayanad,11.648853507335907,76.17116790500825,Cloudy,City Road,Night,Bike,50,3,Low,Bad Weather,Yes,Low,High
2023-09-15,07:47,Kozhikode,11.241070332271493,75.8259185099564,Foggy,City Road,Night,Bike,100,1,Low,Drunk Driving,Yes,Medium,Low
2024-05-19,08:20,Malappuram,11.097966580772873,76.09741471097703,Foggy,Rural Road,Daylight,Car,100,4,Medium,Overspeeding,Yes,High,Medium
2023-05-18,23:38,Thiruvananthapuram,8.510715221168324,76.96903224507125,Rainy,Highway,Low Light,Bus,50,2,Low,Road Condition,No,Low,Low
2023-05-15,21:39,Kollam,8.909431493334838,76.59670657263702,Clear,Rural Road,Low Light,Bus,100,2,Medium,Distracted Driving,No,High,Medium
2023-09-17,10:14,Idukki,9.823390239990283,76.985993796875,Foggy,City Road,Daylight,Car,80,2,High,Drunk Driving,No,Low,Medium
2023-10-01,06:50,Palakkad,10.77647685906619,76.63232807821043,Rainy,Rural Road,Night,Bike,50,1,Low,Bad Weather,No,Low,High
2024-07-14,17:27,Ernakulam,9.975147500562944,76.34864643316615,Cloudy,City Road,Low Light,Bike,60,3,Medium,Bad Weather,Yes,High,High
2023-07-09,03:54,Idukki,9.84081160934243,76.98763682520772,Foggy,City Road,Night,Car,100,3,High,Overspeeding,Yes,Low,High
2024-07-12,21:42,Ernakulam,9.96886621802394,76.27570871375967,Cloudy,City Road,Daylight,Car,60,3,Low,Bad Weather,Yes,High,Low
2024-04-02,07:07,Ernakulam,9.971637052948113,76.29967902162942,Cloudy,Highway,Night,Car,40,3,High,Overspeeding,Yes,Low,Low
2023-08-02,12:51,Palakkad,10.788773977868258,76.62754443269827,Cloudy,Rural Road,Night,Bike,40,1,Low,Drunk Driving,No,Low,Medium
2023-03-19,15:02,Wayanad,11.711469649253697,76.10192715003522,Rainy,City Road,Night,Car,40,1,High,Drunk Driving,No,Medium,Low
2024-01-03,01:35,Kottayam,9.626831061740225,76.51303160712156,Clear,City Road,Low Light,Truck,40,3,High,Bad Weather,No,High,Medium
2023-04-03,21:24,Kollam,8.885461375210916,76.66300242023519,Foggy,Highway,Night,Car,50,3,Medium,Drunk Driving,No,High,Medium
2024-10-20,06:38,Thrissur,10.53737200487953,76.25844139573981,Clear,City Road,Night,Car,80,1,Medium,Bad Weather,No,Low,Low
2024-09-05,06:59,Pathanamthitta,9.269158244441323,76.80270158879962,Cloudy,Highway,Night,Truck,60,1,Low,Overspeeding,Yes,Medium,High
2024-11-22,03:47,Pathanamthitta,9.24814348420569,76.75933952909689,Cloudy,Highway,Daylight,Bus,80,2,Low,Overspeeding,No,Medium,Low
2023-01-20,08:07,Thrissur,10.577033938368533,76.1931195917737,Clear,Highway,Low Light,Car,60,3,High,Overspeeding,No,High,High
2023-07-02,01:25,Ernakulam,10.028386932425287,76.3299988428933,Cloudy,City Road,Low Light,Car,60,1,Low,Drunk Driving,Yes,Medium,High
2023-09-30,00:59,Kasaragod,12.513758273972023,75.00686012945893,Rainy,City Road,Low Light,Truck,80,1,Low,Distracted Driving,No,Low,Medium
2023-02-21,17:00,Kollam,8.920388628290484,76.62255343342987,Cloudy,City Road,Daylight,Bus,60,4,Low,Distracted Driving,Yes,Medium,High
2023-08-06,22:58,Malappuram,11.008309869971562,76.04373446226846,Cloudy,Highway,Daylight,Bus,50,3,High,Bad Weather,No,Medium,Medium
2023-06-05,01:28,Palakkad,10.833134600376281,76.65069064241649,Clear,City Road,Low Light,Bus,50,1,High,Overspeeding,No,Medium,High
2023-07-13,09:34,Kasaragod,12.4714038698468,74.96814436443513,Clear,City Road,Daylight,Bus,60,3,High,Road Condition,Yes,Medium,Medium
2024-10-03,21:15,Thrissur,10.531251437664478,76.21218576955211,Foggy,Rural Road,Low Light,Bike,80,3,High,Distracted Driving,No,Low,Medium
2023-08-08,08:32,Wayanad,11.684472664948728,76.17038024885998,Clear,Highway,Low Light,Bus,80,1,Medium,Bad Weather,Yes,High,Low
2023-05-10,07:34,Alappuzha,9.489060510001421,76.38420730760403,Foggy,Highway,Night,Bike,40,4,Medium,Overspeeding,No,High,High
2023-10-01,18:29,Kottayam,9.55897148852478,76.50532160398853,Foggy,City Road,Low Light,Truck,100,1,High,Road Condition,Yes,Low,High
2023-02-28,11:23,Pathanamthitta,9.3041989072956,76.77549125090368,Cloudy,City Road,Night,Truck,100,1,Medium,Road Condition,No,High,Medium
2024-04-08,23:27,Kottayam,9.576675599152201,76.4802204403627,Clear,Rural Road,Daylight,Bus,50,4,Low,Road Condition,No,High,High
2023-06-28,21:20,Thiruvananthapuram,8.570569380095748,76.90475416235556,Foggy,City Road,Night,Bus,50,2,Low,Road Condition,No,Medium,Medium
2024-01-09,16:05,Kozhikode,11.275283736667959,75.79641122412126,Clear,City Road,Daylight,Bus,80,3,High,Bad Weather,Yes,Low,High
2023-11-18,19:08,Kannur,11.88901389653409,75.37916849317318,Rainy,City Road,Daylight,Truck,80,2,High,Drunk Driving,Yes,Low,Low
2024-11-03,06:10,Wayanad,11.73470672163114,76.13490359775717,Cloudy,Rural Road,Night,Bike,60,1,High,Distracted Driving,Yes,Low,Low
2024-10-02,02:23,Ernakulam,10.013561075705518,76.27419583742325,Rainy,Rural Road,Daylight,Car,100,3,Medium,Bad Weather,No,High,High
2023-04-22,12:22,Ernakulam,10.005748850735802,76.3211801604101,Foggy,Highway,Low Light,Bus,100,1,Medium,Overspeeding,Yes,High,Medium
2024-09-30,10:08,Thrissur,10.572179351242596,76.17023542578791,Rainy,Highway,Night,Bus,50,2,High,Distracted Driving,Yes,High,High
2024-06-04,13:01,Kannur,11.899167341583617,75.34369951090702,Clear,Highway,Low Light,Bus,50,1,High,Drunk Driving,No,Low,Low
2023-11-27,11:00,Thiruvananthapuram,8.5154007210599,76.94316877227476,Cloudy,Rural Road,Low Light,Truck,50,4,High,Road Condition,No,Medium,Low
2023-04-01,01:58,Palakkad,10.808591874841833,76.69467526124038,Rainy,Highway,Low Light,Car,50,2,Low,Drunk Driving,No,Medium,Medium
2024-02-27,22:39,Thiruvananthapuram,8.543988993379562,76.96813025235996,Cloudy,Rural Road,Daylight,Bus,50,3,Low,Overspeeding,No,Low,Medium
2024-05-11,18:00,Wayanad,11.664130198802676,76.12290600332189,Cloudy,Highway,Night,Bike,40,3,Medium,Overspeeding,Yes,Low,Low
2023-10-28,14:49,Idukki,9.871524100600016,76.97164269310855,Foggy,City Road,Daylight,Car,60,1,Low,Bad Weather,No,Medium,Medium
2023-01-02,19:09,Kozhikode,11.244211935955885,75.82678093506274,Foggy,Highway,Daylight,Car,60,2,High,Bad Weather,No,High,High
2024-09-20,11:10,Kollam,8.889104707843254,76.63997767333073,Foggy,Highway,Daylight,Car,40,4,Low,Overspeeding,No,Low,Medium
2023-11-06,07:01,Alappuzha,9.492443808065772,76.36352980042483,Clear,Rural Road,Low Light,Truck,80,3,Low,Distracted Driving,No,Low,Medium
2023-11-19,20:19,Pathanamthitta,9.312608180670145,76.75727881153904,Cloudy,City Road,Low Light,Car,50,4,Low,Drunk Driving,Yes,Medium,Medium
2024-01-22,05:01,Kollam,8.875396323682013,76.65504889134426,Rainy,Highway,Daylight,Truck,100,1,High,Overspeeding,No,Low,High
2023-04-23,23:09,Thrissur,10.499978417289347,76.20875496175833,Cloudy,City Road,Daylight,Truck,60,2,Medium,Overspeeding,No,High,Low
2023-07-02,16:07,Thrissur,10.547876481956665,76.19337426894158,Rainy,Highway,Night,Truck,40,4,Low,Overspeeding,Yes,High,Low
2023-07-05,23:45,Kozhikode,11.246401829023169,75.77885962249844,Rainy,Rural Road,Daylight,Bike,100,4,Low,Overspeeding,No,High,Low
2023-06-24,06:42,Pathanamthitta,9.215250313347502,76.80847299125608,Rainy,Highway,Daylight,Bike,40,2,Medium,Overspeeding,No,Medium,Low
2024-03-30,19:12,Kannur,11.832155751584967,75.38716316866774,Cloudy,Highway,Daylight,Car,80,2,High,Road Condition,No,Medium,Medium
2023-04-05,23:32,Thrissur,10.528698623288498,76.24538826871171,Clear,City Road,Low Light,Truck,100,1,Medium,Distracted Driving,Yes,Low,Medium
2024-09-26,12:48,Pathanamthitta,9.276655563617604,76.82051659938352,Clear,Highway,Night,Bike,80,3,Low,Road Condition,No,High,Low
2023-05-07,22:22,Palakkad,10.737025017144411,76.62635064684395,Foggy,Rural Road,Daylight,Truck,50,3,High,Distracted Driving,No,High,High
2024-07-13,20:33,Malappuram,11.042450956736932,76.06439724127783,Clear,Highway,Low Light,Bike,60,2,Medium,Distracted Driving,Yes,Medium,High
2023-08-27,04:46,Palakkad,10.833103711495056,76.60584166852212,Rainy,Highway,Daylight,Bus,100,3,Medium,Distracted Driving,No,Low,High
2024-05-18,18:07,Kozhikode,11.236877419901186,75.75070570007507,Clear,Rural Road,Night,Truck,80,1,Low,Drunk Driving,Yes,Medium,Medium
2024-01-12,16:48,Alappuzha,9.4848958025799,76.36370527115544,Rainy,City Road,Night,Bus,100,4,Low,Bad Weather,No,High,Low
2023-05-24,16:29,Ernakulam,10.03127243585857,76.32428280302342,Foggy,Highway,Low Light,Car,50,2,Medium,Distracted Driving,No,Low,Medium
2023-05-27,12:43,Pathanamthitta,9.287256115687414,76.7682404009772,Foggy,Highway,Daylight,Car,80,4,High,Distracted Driving,No,High,High
2023-08-15,23:42,Kannur,11.86813257005739,75.37770986143386,Cloudy,City Road,Night,Bike,100,4,Medium,Bad Weather,No,Medium,Low
2023-04-07,22:49,Idukki,9.880186661867512,76.95762646484665,Foggy,Highway,Night,Truck,100,4,High,Drunk Driving,Yes,Medium,Medium
2023-01-31,21:53,Alappuzha,9.481884376280039,76.36168510268921,Foggy,Rural Road,Night,Bus,100,3,Medium,Distracted Driving,Yes,High,Low
2023-04-07,17:09,Kasaragod,12.470341140416057,74.98189543529475,Foggy,City Road,Night,Car,60,2,High,Overspeeding,Yes,Medium,Medium
2024-07-19,17:00,Palakkad,10.825544813242846,76.657994085581,Clear,Rural Road,Daylight,Bike,60,2,High,Road Condition,No,High,Medium
2023-10-29,07:29,Malappuram,11.070120879741888,76.06514105833492,Foggy,City Road,Daylight,Bus,40,1,Low,Distracted Driving,Yes,Low,High
2024-05-09,06:50,Thrissur,10.507982275532443,76.1875013072502,Clear,Highway,Low Light,Car,80,2,Low,Drunk Driving,Yes,High,High
2024-07-05,10:12,Idukki,9.852062767436003,76.93998792620953,Foggy,City Road,Night,Bus,80,4,Medium,Drunk Driving,Yes,High,Medium
2023-09-08,14:28,Thrissur,10.479515944680658,76.21567638882085,Cloudy,City Road,Night,Bus,50,4,Medium,Road Condition,No,Low,High
2023-02-24,18:51,Thrissur,10.562805195801095,76.2096261524555,Rainy,City Road,Daylight,Car,60,1,Medium,Drunk Driving,No,Low,Low
2023-06-29,17:21,Alappuzha,9.52895192578307,76.36275455602717,Rainy,City Road,Low Light,Truck,80,2,Low,Overspeeding,Yes,High,Medium
2024-06-30,11:14,Wayanad,11.67678979792613,76.1265688754208,Cloudy,Highway,Night,Truck,80,1,Low,Road Condition,No,Medium,Medium
2024-08-14,09:46,Alappuzha,9.489903302420508,76.3577282860085,Cloudy,Rural Road,Low Light,Bike,80,4,Low,Overspeeding,No,High,Low
2023-11-25,04:48,Kannur,11.896719722449904,75.391364514599,Rainy,Highway,Daylight,Truck,80,3,High,Drunk Driving,No,Medium,High
2023-12-17,10:28,Malappuram,11.086709153104602,76.06491093145448,Rainy,City Road,Night,Car,60,2,High,Overspeeding,Yes,High,Low
2024-08-18,10:12,Alappuzha,9.467238348723548,76.36295463061033,Foggy,Highway,Night,Bike,80,3,Medium,Road Condition,No,High,Low
